prompt,completion,train
<s>[INST] Provide details for the goal scored by Bixente Lizarazu of France in the 1998 FIFA Men's World Cup match France vs Saudi Arabia on 1998-06-18 at the group stage stage.  [/INST],"The goal was scored by Bixente Lizarazu of France in the 85' minute (second half) wearing shirt number 3 during the 1998 FIFA Men's World Cup match France vs Saudi Arabia on 1998-06-18 at the group stage stage. It was regular play. Minute of regulation: 85, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Victor Ikpeba of Nigeria in the 1998 FIFA Men's World Cup match Nigeria vs Bulgaria on 1998-06-19 at the group stage stage.  [/INST],"The goal was scored by Victor Ikpeba of Nigeria in the 28' minute (first half) wearing shirt number 20 during the 1998 FIFA Men's World Cup match Nigeria vs Bulgaria on 1998-06-19 at the group stage stage. It was regular play. Minute of regulation: 28, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Davor Šuker of Croatia in the 1998 FIFA Men's World Cup match Japan vs Croatia on 1998-06-20 at the group stage stage.  [/INST],"The goal was scored by Davor Šuker of Croatia in the 77' minute (second half) wearing shirt number 9 during the 1998 FIFA Men's World Cup match Japan vs Croatia on 1998-06-20 at the group stage stage. It was regular play. Minute of regulation: 77, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Marc Wilmots of Belgium in the 1998 FIFA Men's World Cup match Belgium vs Mexico on 1998-06-20 at the group stage stage.  [/INST],"The goal was scored by Marc Wilmots of Belgium in the 42' minute (first half) wearing shirt number 7 during the 1998 FIFA Men's World Cup match Belgium vs Mexico on 1998-06-20 at the group stage stage. It was regular play. Minute of regulation: 42, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Marc Wilmots of Belgium in the 1998 FIFA Men's World Cup match Belgium vs Mexico on 1998-06-20 at the group stage stage.  [/INST],"The goal was scored by Marc Wilmots of Belgium in the 47' minute (second half) wearing shirt number 7 during the 1998 FIFA Men's World Cup match Belgium vs Mexico on 1998-06-20 at the group stage stage. It was regular play. Minute of regulation: 47, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Alberto García Aspe of Mexico in the 1998 FIFA Men's World Cup match Belgium vs Mexico on 1998-06-20 at the group stage stage.  [/INST],"The goal was scored by Alberto García Aspe of Mexico in the 55' minute (second half) wearing shirt number 8 during the 1998 FIFA Men's World Cup match Belgium vs Mexico on 1998-06-20 at the group stage stage. It was a penalty. Minute of regulation: 55, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Cuauhtémoc Blanco of Mexico in the 1998 FIFA Men's World Cup match Belgium vs Mexico on 1998-06-20 at the group stage stage.  [/INST],"The goal was scored by Cuauhtémoc Blanco of Mexico in the 62' minute (second half) wearing shirt number 11 during the 1998 FIFA Men's World Cup match Belgium vs Mexico on 1998-06-20 at the group stage stage. It was regular play. Minute of regulation: 62, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Phillip Cocu of Netherlands in the 1998 FIFA Men's World Cup match Netherlands vs South Korea on 1998-06-20 at the group stage stage.  [/INST],"The goal was scored by Phillip Cocu of Netherlands in the 37' minute (first half) wearing shirt number 11 during the 1998 FIFA Men's World Cup match Netherlands vs South Korea on 1998-06-20 at the group stage stage. It was regular play. Minute of regulation: 37, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Marc Overmars of Netherlands in the 1998 FIFA Men's World Cup match Netherlands vs South Korea on 1998-06-20 at the group stage stage.  [/INST],"The goal was scored by Marc Overmars of Netherlands in the 41' minute (first half) wearing shirt number 14 during the 1998 FIFA Men's World Cup match Netherlands vs South Korea on 1998-06-20 at the group stage stage. It was regular play. Minute of regulation: 41, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Dennis Bergkamp of Netherlands in the 1998 FIFA Men's World Cup match Netherlands vs South Korea on 1998-06-20 at the group stage stage.  [/INST],"The goal was scored by Dennis Bergkamp of Netherlands in the 71' minute (second half) wearing shirt number 8 during the 1998 FIFA Men's World Cup match Netherlands vs South Korea on 1998-06-20 at the group stage stage. It was regular play. Minute of regulation: 71, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Pierre van Hooijdonk of Netherlands in the 1998 FIFA Men's World Cup match Netherlands vs South Korea on 1998-06-20 at the group stage stage.  [/INST],"The goal was scored by Pierre van Hooijdonk of Netherlands in the 80' minute (second half) wearing shirt number 17 during the 1998 FIFA Men's World Cup match Netherlands vs South Korea on 1998-06-20 at the group stage stage. It was regular play. Minute of regulation: 80, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Ronald de Boer of Netherlands in the 1998 FIFA Men's World Cup match Netherlands vs South Korea on 1998-06-20 at the group stage stage.  [/INST],"The goal was scored by Ronald de Boer of Netherlands in the 83' minute (second half) wearing shirt number 7 during the 1998 FIFA Men's World Cup match Netherlands vs South Korea on 1998-06-20 at the group stage stage. It was regular play. Minute of regulation: 83, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Predrag Mijatović of Yugoslavia in the 1998 FIFA Men's World Cup match Germany vs Yugoslavia on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Predrag Mijatović of Yugoslavia in the 13' minute (first half) wearing shirt number 9 during the 1998 FIFA Men's World Cup match Germany vs Yugoslavia on 1998-06-21 at the group stage stage. It was regular play. Minute of regulation: 13, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Dragan Stojković of Yugoslavia in the 1998 FIFA Men's World Cup match Germany vs Yugoslavia on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Dragan Stojković of Yugoslavia in the 52' minute (second half) wearing shirt number 10 during the 1998 FIFA Men's World Cup match Germany vs Yugoslavia on 1998-06-21 at the group stage stage. It was regular play. Minute of regulation: 52, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Siniša Mihajlović of Germany in the 1998 FIFA Men's World Cup match Germany vs Yugoslavia on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Siniša Mihajlović of Germany in the 72' minute (second half) wearing shirt number 11 during the 1998 FIFA Men's World Cup match Germany vs Yugoslavia on 1998-06-21 at the group stage stage. It was an own goal. Minute of regulation: 72, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Oliver Bierhoff of Germany in the 1998 FIFA Men's World Cup match Germany vs Yugoslavia on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Oliver Bierhoff of Germany in the 78' minute (second half) wearing shirt number 20 during the 1998 FIFA Men's World Cup match Germany vs Yugoslavia on 1998-06-21 at the group stage stage. It was regular play. Minute of regulation: 78, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Ariel Ortega of Argentina in the 1998 FIFA Men's World Cup match Argentina vs Jamaica on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Ariel Ortega of Argentina in the 31' minute (first half) wearing shirt number 10 during the 1998 FIFA Men's World Cup match Argentina vs Jamaica on 1998-06-21 at the group stage stage. It was regular play. Minute of regulation: 31, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Ariel Ortega of Argentina in the 1998 FIFA Men's World Cup match Argentina vs Jamaica on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Ariel Ortega of Argentina in the 55' minute (second half) wearing shirt number 10 during the 1998 FIFA Men's World Cup match Argentina vs Jamaica on 1998-06-21 at the group stage stage. It was regular play. Minute of regulation: 55, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Gabriel Batistuta of Argentina in the 1998 FIFA Men's World Cup match Argentina vs Jamaica on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Gabriel Batistuta of Argentina in the 73' minute (second half) wearing shirt number 9 during the 1998 FIFA Men's World Cup match Argentina vs Jamaica on 1998-06-21 at the group stage stage. It was regular play. Minute of regulation: 73, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Gabriel Batistuta of Argentina in the 1998 FIFA Men's World Cup match Argentina vs Jamaica on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Gabriel Batistuta of Argentina in the 78' minute (second half) wearing shirt number 9 during the 1998 FIFA Men's World Cup match Argentina vs Jamaica on 1998-06-21 at the group stage stage. It was regular play. Minute of regulation: 78, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Gabriel Batistuta of Argentina in the 1998 FIFA Men's World Cup match Argentina vs Jamaica on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Gabriel Batistuta of Argentina in the 83' minute (second half) wearing shirt number 9 during the 1998 FIFA Men's World Cup match Argentina vs Jamaica on 1998-06-21 at the group stage stage. It was a penalty. Minute of regulation: 83, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Hamid Estili of Iran in the 1998 FIFA Men's World Cup match United States vs Iran on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Hamid Estili of Iran in the 40' minute (first half) wearing shirt number 9 during the 1998 FIFA Men's World Cup match United States vs Iran on 1998-06-21 at the group stage stage. It was regular play. Minute of regulation: 40, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Mehdi Mahdavikia of Iran in the 1998 FIFA Men's World Cup match United States vs Iran on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Mehdi Mahdavikia of Iran in the 84' minute (second half) wearing shirt number 2 during the 1998 FIFA Men's World Cup match United States vs Iran on 1998-06-21 at the group stage stage. It was regular play. Minute of regulation: 84, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Brian McBride of United States in the 1998 FIFA Men's World Cup match United States vs Iran on 1998-06-21 at the group stage stage.  [/INST],"The goal was scored by Brian McBride of United States in the 87' minute (second half) wearing shirt number 20 during the 1998 FIFA Men's World Cup match United States vs Iran on 1998-06-21 at the group stage stage. It was regular play. Minute of regulation: 87, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Léider Preciado of Colombia in the 1998 FIFA Men's World Cup match Colombia vs Tunisia on 1998-06-22 at the group stage stage.  [/INST],"The goal was scored by Léider Preciado of Colombia in the 82' minute (second half) wearing shirt number 21 during the 1998 FIFA Men's World Cup match Colombia vs Tunisia on 1998-06-22 at the group stage stage. It was regular play. Minute of regulation: 82, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Viorel Moldovan of Romania in the 1998 FIFA Men's World Cup match Romania vs England on 1998-06-22 at the group stage stage.  [/INST],"The goal was scored by Viorel Moldovan of Romania in the 46' minute (second half) wearing shirt number 9 during the 1998 FIFA Men's World Cup match Romania vs England on 1998-06-22 at the group stage stage. It was regular play. Minute of regulation: 46, minute of stoppage: 0.",train
